Fighter_Name,Height,Weight,Reach,Stance,DOB,Wins,Losses,Draws,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,Fighter_URL,Height_cm
Din Thomas,"5' 9""",155 lbs.,,Orthodox,1976-09-28,26,9,0,1.85,37%,2.6,59%,1.38,52%,76%,1.2,http://ufcstats.com/fighter-details/40a604761ca7d64d,175.3
Ryan Thomas,"6' 0""",170 lbs.,,Orthodox,1984-11-05,20,8,0,2.01,36%,4.17,30%,5.59,33%,0%,2.2,http://ufcstats.com/fighter-details/b732b326c362fb62,182.9
Noah Thomas,"5' 9""",135 lbs.,,Orthodox,1981-03-27,14,7,0,0.44,13%,4.99,33%,0.0,0%,0%,1.3,http://ufcstats.com/fighter-details/319c15b8aac5bfde,175.3
Joel Thomas,"5' 10""",170 lbs.,,,,5,2,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/2b33e57c4d0a4502,177.8
Treston Thomison,"5' 8""",145 lbs.,,,,10,6,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/ed5f04f833459877,172.7
Nick Thompson,"6' 1""",170 lbs.,"74.0""",Orthodox,1981-06-23,38,14,1,1.87,42%,1.8,49%,1.06,100%,35%,2.6,http://ufcstats.com/fighter-details/7d3caf0f96f1b33d,185.4
James Thompson,"6' 5""",265 lbs.,,Orthodox,1978-12-16,20,16,0,5.13,52%,3.19,41%,3.14,36%,53%,1.3,http://ufcstats.com/fighter-details/9e30f69cc0869301,195.6
Oli Thompson,"6' 1""",242 lbs.,"75.0""",Orthodox,1980-01-02,17,10,0,1.66,46%,5.31,46%,0.0,0%,50%,0.5,http://ufcstats.com/fighter-details/dcdd511ff757f15c,185.4
Stephen Thompson,"6' 0""",170 lbs.,"75.0""",Orthodox,1983-02-11,17,9,1,4.05,46%,3.0,54%,0.23,35%,63%,0.0,http://ufcstats.com/fighter-details/4a28cb716c19157a,182.9
Josh Thomson,"5' 10""",155 lbs.,"71.0""",Orthodox,1978-09-21,22,9,0,2.59,47%,2.12,64%,1.92,39%,54%,1.3,http://ufcstats.com/fighter-details/a566371ba2ad7152,177.8
Isaac Thomson,"5' 10""",145 lbs.,"69.0""",,2002-05-03,9,3,0,1.4,44%,2.2,42%,4.0,80%,33%,0.0,http://ufcstats.com/fighter-details/5d8006587d6a6711,177.8
Simeon Thoresen,"6' 1""",170 lbs.,"79.0""",Orthodox,1984-03-14,17,6,1,3.85,43%,3.85,64%,1.12,40%,50%,1.7,http://ufcstats.com/fighter-details/fea8acf9bfcf09ec,185.4
Josh Thornburg,"6' 0""",170 lbs.,,,1984-05-24,8,8,0,1.2,50%,3.13,38%,2.0,66%,42%,2.0,http://ufcstats.com/fighter-details/083e15da67d9b0fa,182.9
Ti Haitao,,135 lbs.,,,,16,6,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/3848cd6cac73e091,
Gleison Tibau,"5' 10""",155 lbs.,"71.0""",Southpaw,1983-10-07,33,14,0,1.95,31%,2.51,63%,4.08,53%,92%,0.8,http://ufcstats.com/fighter-details/75e5fec9f72910ef,177.8
Chris Tickle,"5' 9""",155 lbs.,,,1982-02-01,9,9,0,1.07,40%,1.13,43%,1.0,25%,20%,2.0,http://ufcstats.com/fighter-details/1d1b85389a05df69,175.3
Nolan Ticman,"5' 6""",125 lbs.,,Orthodox,1988-05-17,4,3,0,2.57,47%,2.53,67%,0.0,0%,60%,0.0,http://ufcstats.com/fighter-details/9eb069062a0cfc13,167.6
Darren Till,"6' 0""",185 lbs.,"74.0""",Southpaw,1992-12-24,18,5,1,2.3,46%,3.31,56%,0.55,46%,69%,0.0,http://ufcstats.com/fighter-details/9ce6d5a03af801b7,182.9
Brett Tillis,,145 lbs.,,,,0,0,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/7b461ccae8270207,
Rio Tirto,"5' 4""",125 lbs.,"66.0""",Switch,2000-02-09,8,1,0,0.0,0%,2.11,69%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/c830bc2eb134b646,162.6
Denis Tiuliulin,"6' 1""",185 lbs.,"77.0""",Orthodox,1988-05-17,10,10,0,3.61,41%,5.23,38%,0.96,42%,72%,0.0,http://ufcstats.com/fighter-details/0112352cb32f5026,185.4
Ryan Tobar,,155 lbs.,,,,3,3,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/57481f1f10530c61,
Rafael Tobias,"6' 2""",205 lbs.,"74.0""",Orthodox,2003-03-20,14,2,0,2.77,36%,5.81,35%,2.4,33%,100%,1.6,http://ufcstats.com/fighter-details/d6a8edb7410223a0,188.0
Andrew Todhunter,"6' 0""",185 lbs.,,Switch,1987-11-30,8,0,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/274ca7b799b402cc,182.9
Dusko Todorovic,"6' 1""",185 lbs.,"74.0""",Orthodox,1994-05-19,13,6,0,4.73,57%,4.4,48%,1.77,21%,42%,0.3,http://ufcstats.com/fighter-details/866fd7b1a6c90e7f,185.4
Tuco Tokkos,"6' 4""",205 lbs.,"76.0""",Orthodox,1990-06-30,11,5,0,2.12,40%,4.27,46%,4.21,47%,33%,0.5,http://ufcstats.com/fighter-details/3e8118c1ab52f211,193.0
Hideo Tokoro,"5' 7""",135 lbs.,,Orthodox,1977-08-22,34,29,2,1.78,37%,2.01,65%,0.87,34%,44%,2.3,http://ufcstats.com/fighter-details/2d5fbe2103f97053,170.2
Anatoly Tokov,"5' 10""",185 lbs.,,,1990-02-17,25,2,0,3.51,72%,0.54,66%,2.03,100%,100%,0.0,http://ufcstats.com/fighter-details/679ae8c4fd022c6b,177.8
Kazuki Tokudome,"5' 11""",155 lbs.,"73.0""",Southpaw,1987-03-04,18,7,1,2.26,41%,3.63,53%,2.0,38%,78%,0.0,http://ufcstats.com/fighter-details/c4af2feb4b58bc3b,180.3
Puja Tomar,"5' 4""",115 lbs.,"59.0""",Southpaw,1993-12-05,9,5,0,5.61,48%,5.82,46%,0.0,0%,100%,0.0,http://ufcstats.com/fighter-details/19f8a2f6eecd92ac,162.6
Tyler Toner,"5' 8""",145 lbs.,"70.0""",Orthodox,1983-03-31,15,7,0,2.95,52%,2.13,62%,0.0,0%,54%,0.4,http://ufcstats.com/fighter-details/8e893f269d5696b2,172.7
James Toney,"5' 9""",220 lbs.,,Orthodox,1968-08-24,0,1,0,0.0,0%,2.41,27%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/d10b35152277cf98,175.3
Masanori Tonooka,"5' 8""",185 lbs.,,Orthodox,1973-05-25,1,2,0,0.16,5%,1.09,36%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/9de7c97e1c0d7927,172.7
Carl Toomey,,,,,1972-03-15,3,3,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/5ee87e0432205755,
Ilia Topuria,"5' 7""",155 lbs.,"69.0""",Orthodox,1997-01-21,17,0,0,4.81,48%,3.83,64%,1.96,61%,93%,1.1,http://ufcstats.com/fighter-details/54f64b5e283b0ce7,170.2
Aleksandre Topuria,"5' 7""",135 lbs.,"68.0""",Orthodox,1996-01-28,7,1,0,2.93,55%,2.57,68%,1.5,33%,100%,0.0,http://ufcstats.com/fighter-details/4a6dff1b260bcf61,170.2
Anthony Torres,"5' 8""",170 lbs.,,Orthodox,1978-07-31,5,3,0,3.54,48%,7.52,45%,0.0,0%,100%,2.2,http://ufcstats.com/fighter-details/918d9d89d4d52acc,172.7
Miguel Torres,"5' 9""",135 lbs.,"76.0""",Orthodox,1981-01-18,44,9,0,3.98,43%,1.86,74%,0.0,0%,17%,1.6,http://ufcstats.com/fighter-details/33b2f68ef95252e0,175.3
Ronys Torres,"5' 7""",155 lbs.,,Orthodox,1975-08-13,35,5,0,0.87,26%,1.93,57%,4.0,47%,16%,0.5,http://ufcstats.com/fighter-details/cce79e827569f26e,170.2
Haven Torres,,125 lbs.,,,,0,0,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/1ff10dee2f7ae60c,
Alex Torres,"5' 10""",145 lbs.,,Orthodox,1988-05-29,5,4,0,2.47,37%,2.73,69%,2.0,22%,50%,0.0,http://ufcstats.com/fighter-details/e4e0f310b3cf23a8,177.8
Abram Torres,"5' 10""",170 lbs.,,,1982-10-29,4,3,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/e175a261a280f7cb,177.8
Jose Torres,"5' 4""",125 lbs.,"65.0""",Orthodox,1992-08-02,8,1,0,4.37,36%,9.84,50%,1.28,33%,75%,0.0,http://ufcstats.com/fighter-details/d2036f31c035e0d1,162.6
Desmond Torres,"5' 6""",135 lbs.,"69.0""",Orthodox,1997-01-06,7,2,0,4.8,64%,11.78,48%,0.0,0%,100%,0.0,http://ufcstats.com/fighter-details/971aebf56267de20,167.6
Manuel Torres,"5' 10""",155 lbs.,"73.0""",Switch,1995-03-25,17,3,0,7.29,59%,4.08,54%,1.72,66%,90%,0.9,http://ufcstats.com/fighter-details/2e7878927067fdca,177.8
Justice Torres,"5' 7""",145 lbs.,"66.0""",Southpaw,1997-10-19,12,4,0,0.79,22%,8.29,53%,5.92,50%,0%,0.0,http://ufcstats.com/fighter-details/01762e1d4ff4dc51,170.2
Eduardo Torres Caut,"5' 7""",135 lbs.,"70.0""",Orthodox,1995-04-26,16,2,0,1.1,34%,1.24,65%,2.06,33%,50%,0.0,http://ufcstats.com/fighter-details/c8d46028907bcece,170.2
Salim Touahri,"5' 10""",170 lbs.,"72.0""",Orthodox,1989-09-28,10,4,0,2.6,46%,2.87,58%,0.0,0%,83%,0.0,http://ufcstats.com/fighter-details/cbf1c7ba5408a66f,177.8
Dequan Townsend,"6' 3""",205 lbs.,"79.0""",Orthodox,1986-05-11,21,12,0,1.23,34%,3.92,38%,0.0,0%,46%,0.0,http://ufcstats.com/fighter-details/3f7dab21b6c971bc,190.5
Minoru Toyonaga,"5' 11""",195 lbs.,,Southpaw,1978-06-12,2,5,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/04076783ca83d6ae,180.3
Slim Trabelsi,"6' 3""",235 lbs.,,,1993-05-09,5,0,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/ff2ec83f44000f78,190.5
Roberto Traven,"6' 3""",227 lbs.,,Orthodox,1968-09-16,6,4,1,0.92,50%,2.77,57%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/20ec0061400178ca,190.5
Bryan Travers,,155 lbs.,,,1983-04-11,15,4,0,2.33,48%,3.93,55%,2.0,28%,63%,0.0,http://ufcstats.com/fighter-details/008cf84faae9c7a5,
Alexander Trevino,,170 lbs.,,,,7,7,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/73abb7a5c57fb443,
Francisco Trevino,"5' 9""",155 lbs.,"70.0""",Orthodox,1981-12-17,13,3,0,2.65,42%,2.42,64%,0.97,22%,41%,0.0,http://ufcstats.com/fighter-details/97a6bbe6e6566a94,175.3
Angelo Trevino,"5' 11""",170 lbs.,,Switch,1993-06-10,7,3,0,5.19,54%,3.9,47%,0.0,0%,100%,0.0,http://ufcstats.com/fighter-details/0cf9f5518d6063bb,180.3
Frank Trigg,"5' 9""",170 lbs.,"71.0""",Southpaw,1972-05-07,21,9,0,2.79,46%,1.9,56%,2.35,47%,75%,0.8,http://ufcstats.com/fighter-details/d2d37e8eeb3abc8d,175.3
Francisco Trinaldo,"5' 9""",170 lbs.,"70.0""",Southpaw,1978-08-24,28,9,0,3.13,45%,2.67,60%,0.98,42%,60%,0.5,http://ufcstats.com/fighter-details/a8283a4f415e1eb9,175.3
Damien Trites,"5' 11""",165 lbs.,,,1979-08-23,7,6,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/cb1c09c8126dbee0,180.3
Michael Trizano,"5' 11""",145 lbs.,"71.0""",Orthodox,1991-12-31,11,3,0,3.63,53%,4.4,50%,0.36,66%,72%,0.5,http://ufcstats.com/fighter-details/5bf31a46becc1204,180.3
Antonio Trocoli,"6' 5""",185 lbs.,"80.0""",Orthodox,1990-12-06,12,6,0,1.37,50%,5.55,24%,0.79,10%,33%,0.8,http://ufcstats.com/fighter-details/6d48a2df51749d91,195.6
Tor Troeng,"6' 2""",185 lbs.,,Orthodox,1983-01-25,16,7,1,1.16,46%,3.26,32%,0.62,7%,66%,0.3,http://ufcstats.com/fighter-details/8abf70f79e9e27c2,188.0
Aaron Trujillo,"5' 5""",125 lbs.,,,,0,1,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/cc18abc046b382c9,165.1
Reynaldo Trujillo,"5' 9""",155 lbs.,,,1982-01-01,21,19,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/e6b233a007cb06c4,175.3
Abel Trujillo,"5' 8""",155 lbs.,"70.0""",Orthodox,1983-09-18,15,8,0,2.65,41%,2.31,59%,2.18,45%,40%,0.4,http://ufcstats.com/fighter-details/e14b5aa06eea9653,172.7
Arman Tsarukyan,"5' 7""",155 lbs.,"72.0""",Orthodox,1996-10-11,23,3,0,3.85,50%,1.8,54%,3.26,37%,75%,0.1,http://ufcstats.com/fighter-details/eae48ff31db420c2,170.2
Rei Tsuruya,"5' 6""",125 lbs.,"68.0""",Orthodox,2002-06-22,10,1,0,2.24,52%,2.01,42%,5.06,37%,50%,1.9,http://ufcstats.com/fighter-details/2f43a3e82661fa99,167.6
Chris Tuchscherer,"6' 2""",258 lbs.,"76.0""",Orthodox,1975-09-08,21,4,0,1.35,31%,3.17,47%,1.19,18%,0%,0.6,http://ufcstats.com/fighter-details/df05aa15b2d66f57,188.0
Jon Tuck,"5' 11""",155 lbs.,"73.0""",Orthodox,1984-08-28,10,5,0,3.0,40%,3.74,60%,0.42,33%,50%,1.0,http://ufcstats.com/fighter-details/53ec9cb470e1a4ea,180.3
Gavin Tucker,"5' 6""",145 lbs.,"66.0""",Southpaw,1986-06-17,13,3,0,4.29,44%,4.18,57%,3.13,44%,53%,1.5,http://ufcstats.com/fighter-details/da816417a579a0bd,167.6
Jumabieke Tuerxun,"5' 7""",135 lbs.,,Orthodox,1986-04-17,19,4,1,1.6,28%,3.08,59%,0.47,11%,66%,0.9,http://ufcstats.com/fighter-details/1ed32eaaba9ffe10,170.2
Tom Tuggle,"6' 2""",250 lbs.,,Orthodox,,0,3,0,0.0,0%,2.14,0%,32.14,100%,0%,0.0,http://ufcstats.com/fighter-details/b9aa7d230865b5fe,188.0
Blair Tugman,"6' 0""",135 lbs.,,,,10,6,0,2.25,53%,0.93,50%,7.5,60%,0%,0.0,http://ufcstats.com/fighter-details/63f8775391301891,182.9
Tai Tuivasa,"6' 2""",264 lbs.,"75.0""",Southpaw,1993-03-16,15,9,0,3.66,48%,4.97,43%,0.0,0%,60%,0.0,http://ufcstats.com/fighter-details/c62fbc117d57b943,188.0
Zubaira Tukhugov,"5' 8""",155 lbs.,"68.0""",Orthodox,1991-01-15,20,6,1,3.17,39%,3.07,63%,2.13,39%,100%,0.0,http://ufcstats.com/fighter-details/aceffa19749c4dc0,172.7
Teila Tuli,"6' 0""",430 lbs.,,Orthodox,1969-06-14,0,1,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/96eff1a628adcc7f,182.9
Marco Tulio,"6' 0""",185 lbs.,"74.0""",Orthodox,1994-06-13,14,2,0,6.69,58%,2.58,59%,1.42,26%,0%,0.3,http://ufcstats.com/fighter-details/9384e71bca6c409d,182.9
Nyamjargal Tumendemberel,"5' 7""",125 lbs.,"71.0""",Orthodox,1998-03-22,10,1,0,2.72,42%,2.47,53%,3.37,50%,56%,2.1,http://ufcstats.com/fighter-details/17cb6d8e8187f304,170.2
Albert Tumenov,"5' 11""",170 lbs.,"73.0""",Orthodox,1991-12-26,18,4,0,3.76,42%,3.34,58%,0.2,20%,75%,0.0,http://ufcstats.com/fighter-details/ff6a1f63c254127e,180.3
Ricky Turcios,"5' 9""",145 lbs.,"71.0""",Orthodox,1993-06-05,13,6,0,4.68,39%,3.84,51%,0.85,17%,44%,0.3,http://ufcstats.com/fighter-details/cd3d7e37ff2d679c,175.3
Anton Turkalj,"6' 4""",205 lbs.,"78.0""",Orthodox,1996-06-10,8,4,0,2.45,42%,3.42,54%,4.98,41%,16%,0.0,http://ufcstats.com/fighter-details/82529ce93cd9a2cf,193.0
Wellington Turman,"6' 0""",170 lbs.,"72.0""",Orthodox,1996-07-22,18,8,0,3.23,51%,4.17,45%,1.55,20%,42%,0.8,http://ufcstats.com/fighter-details/4dcfb28c011c11b2,182.9
Courtney Turner,"6' 2""",170 lbs.,,,,0,3,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/56f4b81ec4db61af,188.0
Jalin Turner,"6' 3""",155 lbs.,"77.0""",Southpaw,1995-05-18,15,9,0,5.79,48%,4.54,41%,0.75,55%,75%,1.1,http://ufcstats.com/fighter-details/4d8fa64202cee4c1,190.5
Austin Tweedy,"5' 9""",155 lbs.,,Orthodox,1990-09-25,8,2,0,4.29,66%,6.43,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/885adaff8fe15cf7,175.3
Marcin Tybura,"6' 3""",246 lbs.,"78.0""",Orthodox,1985-11-09,27,10,0,3.59,48%,3.33,55%,1.38,33%,75%,0.1,http://ufcstats.com/fighter-details/c9cf753cfdf77fc2,190.5
Raphael Uchegbu,"5' 9""",135 lbs.,"73.0""",Orthodox,1995-08-16,10,2,0,2.46,48%,2.85,50%,1.48,16%,0%,0.0,http://ufcstats.com/fighter-details/cb680d85b84cbfd9,175.3
Takeru Uchida,"5' 5""",125 lbs.,"68.0""",Southpaw,2002-09-30,6,1,0,0.0,0%,0.0,0%,0.0,0%,0%,4.4,http://ufcstats.com/fighter-details/1d76f07ffdd765c2,165.1
Alberto Uda,"6' 3""",185 lbs.,,Orthodox,1984-08-08,12,2,0,1.79,52%,3.49,45%,2.83,50%,66%,0.0,http://ufcstats.com/fighter-details/8f2deefe8c5dfb5d,190.5
Ryuki Ueyama,"5' 11""",180 lbs.,,Southpaw,1976-04-17,12,18,5,0.13,21%,1.4,46%,0.5,100%,0%,1.5,http://ufcstats.com/fighter-details/bcd124bcd3d5be46,180.3
Christian Uflacker,"5' 11""",170 lbs.,,,1985-08-04,5,0,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/10ccf4ec9913cadc,180.3
Andy Uhrich,"6' 0""",170 lbs.,,,,11,6,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/4a1a492f299581d9,182.9
Tagir Ulanbekov,"5' 7""",125 lbs.,"70.0""",Southpaw,1991-08-07,17,3,0,3.01,48%,3.44,50%,2.73,39%,63%,1.5,http://ufcstats.com/fighter-details/f00ac08ab056af5d,170.2
Carlos Ulberg,"6' 4""",205 lbs.,"77.0""",Orthodox,1990-11-07,14,1,0,6.54,55%,4.04,51%,0.55,60%,85%,0.2,http://ufcstats.com/fighter-details/9014c02eff8b3d62,193.0
Gasan Umalatov,"5' 11""",170 lbs.,"71.0""",Orthodox,1982-09-11,17,4,2,2.23,39%,4.1,59%,0.75,17%,90%,0.0,http://ufcstats.com/fighter-details/7a39bbac8cc0fa70,180.3
Jeremy Umphries,,160 lbs.,,,,5,2,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/4793a2d90f5ab8ae,
Zach Underwood,"6' 2""",185 lbs.,,,,13,7,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/1e310618d02ff93b,188.0
Caol Uno,"5' 7""",155 lbs.,"70.0""",Southpaw,1975-05-08,33,19,5,1.91,49%,1.9,50%,1.95,31%,37%,0.5,http://ufcstats.com/fighter-details/eb1723480fa2f96c,170.2
Kengo Ura,"5' 9""",165 lbs.,,,1981-06-20,14,12,2,1.05,37%,2.38,48%,2.85,28%,50%,1.4,http://ufcstats.com/fighter-details/58258914525740a5,175.3
Logan Urban,"6' 0""",170 lbs.,"72.0""",Orthodox,1994-04-22,5,1,0,2.55,66%,16.6,27%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/5e23f30e9c6ed74e,182.9
Hector Urbina,"5' 11""",170 lbs.,"73.0""",Orthodox,1987-09-17,17,10,1,0.97,38%,2.44,39%,0.0,0%,38%,3.8,http://ufcstats.com/fighter-details/4b8fb0453a596b8e,180.3
Elias Urbina,"6' 3""",185 lbs.,"77.0""",Southpaw,1993-10-09,3,1,0,3.85,37%,6.17,50%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/47fcdcaccb58ca80,190.5
Gilbert Urbina,"6' 3""",170 lbs.,"75.0""",Orthodox,1996-04-05,7,5,0,5.57,56%,4.62,44%,2.86,44%,0%,0.7,http://ufcstats.com/fighter-details/b12fb759e02378de,190.5
Guilherme Uriel,"6' 1""",265 lbs.,"74.0""",Orthodox,1997-02-18,6,2,0,1.15,43%,4.43,22%,0.0,0%,53%,0.0,http://ufcstats.com/fighter-details/4252b09f0c8c4472,185.4
Nick Urso,"5' 6""",125 lbs.,"66.0""",Southpaw,1985-09-26,10,3,0,3.61,45%,5.06,36%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/e78c4c3d329c531b,167.6
Yasuhiro Urushitani,"5' 5""",125 lbs.,,Southpaw,1976-09-08,21,8,6,3.47,39%,4.71,65%,0.0,0%,80%,0.0,http://ufcstats.com/fighter-details/c34e5849184b08c3,165.1
Sho Patrick Usami,"5' 9""",155 lbs.,"70.0""",Orthodox,2000-05-08,4,1,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/fe30c5f5cc3e028b,175.3
Kamaru Usman,"6' 0""",170 lbs.,"76.0""",Switch,1987-05-11,21,4,0,4.16,51%,2.67,55%,2.79,44%,89%,0.1,http://ufcstats.com/fighter-details/f1b2aa7853d1ed6e,182.9
Mohammed Usman,"6' 2""",239 lbs.,"79.0""",Orthodox,1989-04-01,12,4,0,3.85,39%,4.27,51%,0.56,14%,66%,0.0,http://ufcstats.com/fighter-details/da7f113b5ea39c43,188.0
Darren Uyenoyama,"5' 6""",125 lbs.,"65.0""",Orthodox,1979-10-15,10,6,0,1.34,39%,2.21,66%,1.42,33%,35%,0.7,http://ufcstats.com/fighter-details/6546af7ab545b90c,167.6
Richie Vaculik,"5' 6""",125 lbs.,"69.0""",Orthodox,1983-06-19,10,4,0,3.69,46%,4.09,57%,3.0,45%,31%,1.0,http://ufcstats.com/fighter-details/54578e5927adea53,167.6
Rashid Vagabov,"5' 7""",125 lbs.,"63.0""",Orthodox,1998-06-27,14,2,0,1.87,38%,0.93,67%,3.0,50%,100%,3.0,http://ufcstats.com/fighter-details/0d1190beced94f7c,170.2
Artem Vakhitov,"6' 1""",205 lbs.,"75.0""",Orthodox,1991-04-04,3,1,0,3.88,85%,0.68,80%,0.0,0%,100%,0.0,http://ufcstats.com/fighter-details/43e549b803ec7375,185.4
Egidijus Valavicius,"6' 0""",200 lbs.,,Orthodox,1978-12-23,29,12,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/fc1868f56d3036eb,182.9
Genaro Valdez,"5' 9""",155 lbs.,"72.0""",Orthodox,1992-01-16,10,3,0,4.08,30%,7.16,48%,1.54,44%,36%,0.4,http://ufcstats.com/fighter-details/cda1099995b46cc2,175.3
Charlie Valencia,"5' 3""",135 lbs.,"64.0""",Orthodox,1974-10-31,12,7,0,2.58,37%,2.61,77%,1.4,53%,75%,0.5,http://ufcstats.com/fighter-details/8a0be41c0380188d,160.0
Robert Valentin,"6' 2""",185 lbs.,"77.0""",Orthodox,1995-03-31,11,6,0,1.13,56%,2.83,32%,0.0,0%,55%,1.3,http://ufcstats.com/fighter-details/0cd0456d6029cec2,188.0
Victor Valenzuela,"5' 10""",155 lbs.,,,,13,6,2,1.28,100%,2.55,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/de277a4abcfeea46,177.8
Ivan Valenzuela,"6' 2""",185 lbs.,"77.0""",Orthodox,1992-11-17,8,2,0,0.0,0%,9.6,33%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/45b82ebf0b9e0fd2,188.0
Victor Valenzuela,"5' 9""",170 lbs.,"71.0""",Orthodox,1994-02-09,12,4,0,3.36,33%,8.4,48%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/078695e385ec2f57,175.3
Timur Valiev,"5' 6""",135 lbs.,"67.0""",Orthodox,1990-01-19,18,3,0,5.19,53%,3.33,45%,1.73,40%,55%,0.3,http://ufcstats.com/fighter-details/45e738622ea2c02c,167.6
Victor Valimaki,"6' 0""",205 lbs.,,Orthodox,1981-12-17,18,10,0,3.94,30%,2.99,67%,0.9,14%,0%,0.0,http://ufcstats.com/fighter-details/663b76da637402c3,182.9
Andrew Valladerez,,135 lbs.,,,1987-06-28,5,7,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/2a898bf9fb7710b3,
Kevin Vallejos,"5' 7""",145 lbs.,"68.0""",Switch,2001-12-08,17,1,0,5.78,46%,4.71,56%,0.71,28%,83%,0.0,http://ufcstats.com/fighter-details/239d8e5359022f3b,170.2
Isaac Vallie-Flagg,"5' 8""",155 lbs.,"70.0""",Orthodox,1978-04-08,16,7,1,5.56,47%,5.6,45%,0.2,12%,58%,0.0,http://ufcstats.com/fighter-details/c295de4e10acd4c9,172.7
Joshua Van,"5' 5""",125 lbs.,"65.0""",Orthodox,2001-10-10,16,2,0,8.84,56%,6.39,57%,0.84,63%,81%,0.0,http://ufcstats.com/fighter-details/17e97649403ba428,165.1
Mike van Arsdale,"6' 2""",205 lbs.,,Switch,1965-06-20,8,5,0,1.52,41%,1.91,41%,1.06,14%,37%,0.0,http://ufcstats.com/fighter-details/2ee09ec2a0695eb9,188.0
Matt Van Buren,"6' 5""",205 lbs.,,,1986-06-12,7,6,0,7.73,45%,6.82,49%,0.0,0%,50%,0.0,http://ufcstats.com/fighter-details/7b39035fae7268b8,195.6
Ron van Clief,"5' 10""",190 lbs.,,Orthodox,1943-01-25,0,1,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/23ab42947c1990e3,177.8
Lloyd Van Dams,"6' 1""",240 lbs.,,Southpaw,1972-03-05,0,1,0,0.0,0%,3.01,15%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/02177caefe7c07d4,185.4
Alain Van der Merckt,,185 lbs.,,,1993-06-11,8,0,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/f6bbc6ba4f06ad60,
Cameron VanCamp,"6' 2""",155 lbs.,"74.0""",Switch,1993-04-27,15,7,1,5.31,47%,6.41,40%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/87e2468b986ebb79,188.0
Chad Vance,"6' 0""",185 lbs.,,Orthodox,,7,5,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/26d61e92a6069cd2,182.9
Jared Vanderaa,"6' 4""",265 lbs.,"80.0""",Orthodox,1992-05-12,12,10,0,4.96,44%,5.67,45%,0.18,50%,20%,0.0,http://ufcstats.com/fighter-details/2b68d9f125d07b42,193.0
